title,summary,platformList,criticsScore,developers,genres,publishers,releaseDate,themes,gameMins,dlcs,backgroundImage,squareIcon,verticalCover
Spider-Man: Homecoming - Virtual Reality Experience,"For the first time, you can suit up as Spider-Man and see what it’s like to be the world’s favorite superhero.  Learn the ins and outs of your brand new Stark Industries upgraded web shooters and master different web types as you race to complete fast-paced targeting trials.",['Steam'],,,['Adventure'],,2017-06-30,['Action'],14,,https://images.gog.com/2a6c56b542928e68c274d312df99c21424d67ab2f6832d0cfcd742f9fcefe265_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/1a9a3e9b5fc5853518e060f4f577a363e718a8b88006ffbeb400e28cea876da3_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/9d9bb9ab6e591d2e20c36fde225448e07dac47df665a897f74164b7d502e3e1a_glx_vertical_cover.webp?namespace=gamesdb
Spoolside,time furls and unfurls endlessly.\n\nget lost.,['Humble Bundle'],,,,,2020-09-16,,,,,https://images.gog.com/f94862f270aee7d260886be7615f04ef187df369a3a80fbe5aa367bd19cb025d_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/f94862f270aee7d260886be7615f04ef187df369a3a80fbe5aa367bd19cb025d_glx_vertical_cover.webp?namespace=gamesdb
Spring Sale Goodies Collection #1,"If you love to immerse yourself in games fully, now is the perfect opportunity. Our Spring Sale Goodies Collection #1 includes free content for some of the top titles available on GOG.COM.\n\nIn this pack, you’ll see beautiful, eye-catching artbooks from A Plague Tale, GreedFall, Styx: Shards of Darkness, both parts of The Surge series, and Vampyr. It also includes neat digital goodies, like avatars and wallpapers, for Darkest Dungeon and wallpapers from Obduction. Finally, Spring Sale Goodies Collection #1 comes with the artbook and an OST for the Unforeseen Incidents - both full of mystery and wonder just like the game itself.",['GOG'],,,,,2020-09-16,,,,https://images.gog.com/30c0aad0d2bc844b42b26f4676d1e9dc920feb03f4da720885829fc55c2344eb_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/1d3a017978bcaa9717fce7459188f7e05096a7f1f7dd959339d29eb9175eac8a_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/1d3a017978bcaa9717fce7459188f7e05096a7f1f7dd959339d29eb9175eac8a_glx_vertical_cover.webp?namespace=gamesdb
Sprint Vector,"Welcome to Sprint Vector championship intergalactica, where the physical thrill of extreme sports meets the unhinged energy of a crazy game show! Run, jump, climb, fling, and fly at extreme velocity as you race up to eight players and battle obstacles in this frenetic VR adrenaline platformer that puts your speed and finesse to the test!",['Steam'],77,['Survios'],"['Indie', 'Platform', 'Racing', 'Sport']",['Survios'],2018-02-08,"['Action', 'Science fiction']",61,,https://images.gog.com/dfdc9e483ad10de308eaf9792b56e4218923eb1f9aeda739e348a4408182a4e2_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/eee36242781895a47fd280d4b27780c322cc5926cd8e3c9d56f551029eec22c0_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/fb8f4f9836a07781d5255b12042b73467610b4079e207459ba7b8a2b1e3c52d5_glx_vertical_cover.webp?namespace=gamesdb
Spyro Reignited Trilogy,The first three Spyro the Dragon games remastered in HD.,"['Humble Bundle', 'Steam']",84,['Toys for Bob'],"['Adventure', 'Platform']",['Activision'],2019-09-03,"['Action', 'Fantasy']",,,https://images.gog.com/055a95eb90b9ba04c80694ca4838fcd38cc2cd076c765be57918f724f83cd88c_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/f538042a933a15f6ded250295dcb1badf8445f4d4111458ba1f4a6fc6343fa27_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/926e946a166d8ad5fdb9e26e40f5d68b767353edf9e0feedf7210072ebdb0676_glx_vertical_cover.webp?namespace=gamesdb
Squad (Early Access),"Squad is an online, team-based military experience where high levels of teamwork and communication are crucial to success. Built from the ground up in Unreal Engine 4, Squad pits teams of up to 50 people against each other in intense modern day combined-arms combat scenarios. In this realistic environment, the flow of the game is dictated by the players, with organic and emergent gameplay reigning supreme.",['Humble Bundle'],90,['Offworld Industries'],"['Indie', 'Shooter', 'Strategy']",['Offworld Industries'],2015-12-15,"['Action', 'Warfare']",,,https://images.gog.com/8aa014f6fbefea28892a8607200e4f54ada78a7d7f121affb7db61d821b94fca_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/c7989ff71cf9d88be6336cbb53f6881f11f90ea48a81d9e5eb17a15707a00c7c_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/c7989ff71cf9d88be6336cbb53f6881f11f90ea48a81d9e5eb17a15707a00c7c_glx_vertical_cover.webp?namespace=gamesdb
Squad - Public Testing,"Squad is an online, team-based military experience where high levels of teamwork and communication are crucial to success. Built from the ground up in Unreal Engine 4, Squad pits teams of up to 50 people against each other in intense modern day combined-arms combat scenarios. In this realistic environment, the flow of the game is dictated by the players, with organic and emergent gameplay reigning supreme.",['Steam'],90,['Offworld Industries'],"['Indie', 'Shooter', 'Strategy']",['Offworld Industries'],2015-12-15,"['Action', 'Warfare']",,,https://images.gog.com/8aa014f6fbefea28892a8607200e4f54ada78a7d7f121affb7db61d821b94fca_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/c7989ff71cf9d88be6336cbb53f6881f11f90ea48a81d9e5eb17a15707a00c7c_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/c7989ff71cf9d88be6336cbb53f6881f11f90ea48a81d9e5eb17a15707a00c7c_glx_vertical_cover.webp?namespace=gamesdb
Stacking,Embark on an adventure to rescue Charlie’s family from the nefarious industrialist known only as the 'Baron.,['Steam'],84,['Double Fine Productions'],"['Adventure', 'Indie', 'Puzzle']",['Double Fine Productions'],2012-03-06,"['Comedy', 'Historical']",,,https://images.gog.com/882843cc062cf8045a5d8a0d0ec8b7195ce7114da457e9f67a35ed5a219208e5_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/d057d8a4b7acec519480f1af6ae0b97ce5fd3204b38fa73c252de345c5eacfcb_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/d057d8a4b7acec519480f1af6ae0b97ce5fd3204b38fa73c252de345c5eacfcb_glx_vertical_cover.webp?namespace=gamesdb
Star Citizen,"Star Citizen is an upcoming space trading and combat simulator video game for Microsoft Windows. Star Citizen will consist of two main components: first person space combat and trading in a massively multiplayer persistent universe and customizable private servers (known as Star Citizen), and a branching single-player and drop-in co-operative multiplayer campaign (known as Squadron 42). The game will feature Oculus Rift support.",['Other'],,['Cloud Imperium Games Corporation'],"['Adventure', 'Indie', 'Role-playing (RPG)', 'Shooter', 'Simulator']",['Cloud Imperium Games Corporation'],2019-12-31,"['Action', 'Science fiction', 'Warfare']",1,,https://images.gog.com/e100f818d8aaada45a4e410e658c42136cf6e31f211e95cb6db60af13f46d685_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/e7006606c1974c51b541ab1a535cb30485fc19c6456fd0802ab2818b272882bf_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/e7006606c1974c51b541ab1a535cb30485fc19c6456fd0802ab2818b272882bf_glx_vertical_cover.webp?namespace=gamesdb
Star Wars: Knights of the Old Republic,"Star Wars: Knights of the Old Republic is a role-playing video game developed by BioWare and published by LucasArts. The game's system is based on Wizards of the Coast's Star Wars Roleplaying Game, which is based on the d20 role-playing game system derived from the Third Edition Dungeons & Dragons (D&D) rules.\n\nPlayers choose from three basic character classes at the beginning of the game, and later choose from three Jedi sub-classes. Beyond class, a character has ""skills"" stats, tiered ""feats"", and later on, tiered Force powers, similar to magic spells in fantasy games. Feats and Force powers are unlocked every few level-ups, while the player is given skill points to distribute among their skills every level.\n\nThe game is a part of the Star Wars Legends Universe.",['Steam'],94,['BioWare'],"['Adventure', 'Role-playing (RPG)']","['Activision', 'Aspyr Media', 'LucasArts']",2003-11-19,['Science fiction'],,,https://images.gog.com/d721c6891571fac1a8d618c7ba34ffdc138a27c3291896e79f92f81fb0d3dca0_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/3b52f1c6951f11a2df8591da6bf2b1494c3d56f2773eea57451b2f099308fd94_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/3b52f1c6951f11a2df8591da6bf2b1494c3d56f2773eea57451b2f099308fd94_glx_vertical_cover.webp?namespace=gamesdb
STAR WARS™ Rebellion,"Subvert the Empire. Crush the Alliance. Your Choice. Your Destiny.\n\nIt is a time of great upheaval. The first Death Star has been destroyed, marking a major victory for the Rebellion. But the Empire remains strong. As commander, you must choose to take control of either the Rebel Alliance or the Galactic Empire. Your goal: complete domination of the galaxy.\n\nTake the galaxy by force. Take the galaxy through diplomacy. Take the galaxy via covert operations. Earn the loyalty (or resentment) of up to 200 worlds. Star Wars™ Rebellion gives you a myraid of means to implement strategy and tactics on a grand scale and in a real-time environment. With control of the entire Star Wars galaxy as the prize, will the Force™ be with you? Discover for yourself.",['Humble Bundle'],,['LucasArts'],['Strategy'],"['Disney Interactive', 'LucasArts']",1998-02-28,"['4X (explore, expand, exploit, and exterminate)', 'Science fiction']",,,https://images.gog.com/10e86c6178bf63a73748ed837fc9bf34933b4e0412d2223b598df36deba6df24_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/567233aeabb7ed28d7fb7c307e535f6ee77cad3b7c68aa7ca4caae6f4d2066e2_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/567233aeabb7ed28d7fb7c307e535f6ee77cad3b7c68aa7ca4caae6f4d2066e2_glx_vertical_cover.webp?namespace=gamesdb
Star Wars™: X-Wing Alliance™,"The conflict is escalating...\n\nA neutral family fights for its business - and its survival - and is swept up in the struggle against the encroaching Empire. You must defy the strong-arm tactics of a rival family who will stop at nothing to destroy your trading company. Ultimately, you will join the Rebel Alliance for a series of covert assignments and uncover information about the Empire's second Death Star project. The finale? You'll find yourself at the controls of the legendary Millennium Falcon , flying against the massive Imperial fleet in the Battle of Endor. Star Wars: X-Wing Alliance puts you right in the middle of the epic Star Wars conflict - and takes space combat excitement to new heights.",['Humble Bundle'],84,['Totally Games'],"['Shooter', 'Simulator']",['LucasArts'],1999-02-28,"['Action', 'Science fiction']",,,https://images.gog.com/d6c8571a4acd28d43ca60d2888daea69bd10a8b1ed7467200ea54aa3da163449_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/5c1af607cdf94754b86429793f51b534145d7e19879193b7c62b555c6763a3cf_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/5c1af607cdf94754b86429793f51b534145d7e19879193b7c62b555c6763a3cf_glx_vertical_cover.webp?namespace=gamesdb
Star Wars™: X-Wing vs TIE Fighter - Balance of Power Campaigns™,"Balance of Power features a Rebel and an Imperial campaign of 15 missions each. The campaigns supported 8-player cooperative play. Both campaigns revolve around the same series of events, but with alternate endings.",['Humble Bundle'],,['Totally Games'],['Simulator'],['LucasArts'],1997-04-30,"['Action', 'Science fiction']",,,https://images.gog.com/373fe8c5b14919ddf3ea45144ae966630812184f45068791893929e9390002c6_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/c3af8f91dcb08d99595c29c92215fd4a6a8f2628c0447807a902e8f26336f942_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/c3af8f91dcb08d99595c29c92215fd4a6a8f2628c0447807a902e8f26336f942_glx_vertical_cover.webp?namespace=gamesdb
StarCraft II,"In the distant future, in the darkest reaches of space, the ghosts of the past whisper your name. You are Jim Raynor, a marshal-turned-rebel on a vigilante crusade to bring down the Dominion and its nefarious leader, Arcturus Mengsk. Haunted by betrayal and remorse, some believe you may have given up the fight. But you have promises to keep… and a need for vengeance that’s long overdue.",['Battle.net'],89,['Blizzard Entertainment'],"['Real Time Strategy (RTS)', 'Strategy']",['Blizzard Entertainment'],2010-07-27,"['Action', 'Science fiction', 'Warfare']",,,https://images.gog.com/cf4263da163caa521498654b80914bc52df428c721134fc56d02deb3cf1bad25_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/499bac84126dfac781a35b7325d77b4a2af6f9dc3db62428a1bc1428b5821104_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/899d308962c7bc879419e353252481fa46219a70bb7286d5fa0d28eccfdd8983_glx_vertical_cover.webp?namespace=gamesdb
StarCraft,StarCraft is a strategic game set in a Galaxy far away on multiple planets. It's style and balance between the three antagonistic species it features is unique and appealed to millions.,['Battle.net'],,['Blizzard Entertainment'],"['Real Time Strategy (RTS)', 'Strategy']",['Blizzard Entertainment'],1998-03-31,['Science fiction'],,,https://images.gog.com/66db14b46db7619cb86b82b10daeb9e00941c56785cae677e1d59cce70269685_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/73cd08407bd453cba21f7478224610b4cad16f69cd803f7678c6d75363102a52_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/73cd08407bd453cba21f7478224610b4cad16f69cd803f7678c6d75363102a52_glx_vertical_cover.webp?namespace=gamesdb
StarCraft® Remastered,"StarCraft: Remastered is a reverently crafted modernization of Blizzard Entertainment’s original sci-fi real-time strategy game. StarCraft: Remastered will offer a full graphical overhaul of the original StarCraft and the StarCraft: Brood War expansion, bringing a modern look and feel to the timeless classic with widescreen UHD support for up to 4K resolution.\n\nStarCraft: Remastered will include all of StarCraft’s and Brood War’s campaign missions with enhanced storytelling via new comic-book style interludes. While this rejuvenated version of StarCraft is locked and loaded for the modern era, the gameplay and balance have been precisely preserved, for an experience that will feel identical to veteran players.\n\n4K Ultra HD Graphics and Upgraded Audio: StarCraft: Remastered will include high-resolution unit models, buildings, doodads, and tilesets, as well as high-fidelity music and sound effects to bring the original game into the modern era, while retaining the classic StarCraft style.\n\nSame Timeless Gameplay: The gameplay balance and idiosyncrasies have been painstakingly preserved from the original game. Mutalisk stacking, magic-boxing, unit pathfinding, control-group limitations, and more will all remain intact, allowing veteran players to enjoy playing and watching high-level competitive matches as before.\n\nIncludes Original and Expansion Campaigns: Return to the planetary battlefields of the war-torn Koprulu Sector and command the forces of the terran, zerg, and protoss across more than 50 story-driven single-player missions.\n\nFall in Love Again: Relive the epic saga of some of gaming’s most memorable and beloved heroes and villains, including Marshal Jim Raynor, Lieutenant Sarah Kerrigan, and Praetor Fenix.\n\nEnhanced Storytelling: Original cinematics will be improved to 1080p resolution, while mission interludes and introductions will feature new comic-book style illustrations.\n\nBlizzard’s Gaming Network Brings a Bevy of Features: In addition to accurate matchmaking and enhanced ladder functionality, players will also be able to stay in touch with and chat with friends playing other Blizzard games. The classic functionality of named custom games and custom game lobbies will be retained, for the familiarity of long-time StarCraft players.\n\nLocalized in 13 Languages: English, German, French, Brazilian Portuguese, Spanish (LatAm), Spanish (European), Polish, Italian, Russian, Korean, Simplified Chinese, Traditional Chinese, and Japanese.",['Battle.net'],85,['Blizzard Entertainment'],"['Real Time Strategy (RTS)', 'Strategy']",['Blizzard Entertainment'],2017-08-14,['Science fiction'],,,https://images.gog.com/656dc5729dd99e4a7483748a0b041d803728310b800ed8ee5ed214e8f4e60123_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/d6496b4c83e4e0baaa861bb006e7d8a424c38c3a1e337fa6e1112ade3b97f61d_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/401f37ac62ab3960ff247279a94b9de77d5f0d8cc4e94cb0eb1e97c2009910bb_glx_vertical_cover.webp?namespace=gamesdb
Stargunner,"In the far distant future, an epic war for survival takes place...\n\nDeep within the Andromeda galaxy, the people of Zile grow restless and greedy. The Zilions secretly prepare for a massive strike against the nearby planet Ytima. Fearing such an attack, the Ytimians train an elite squad of ""Stargunners."" Their mission: To strike the planet Zile and cripple the Zilions’ three strongholds, where the Zilion war fleets await. If the Stargunners can surprise the Zilions on their own planet and wipe out their fleet, then good will triumph over evil once again.",['GOG'],80,,"['Arcade', 'Shooter']",,1996-11-19,"['Action', 'Science fiction']",,,https://images.gog.com/1b3d43ecaa045ff57abea2bbd825b76d8217693de9374bab3f6692d8f4d94350_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/dda899259f2796f5f3a9f7363c6f098cd49eb3e7671606ecc341b84ccebf41cd_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/dda899259f2796f5f3a9f7363c6f098cd49eb3e7671606ecc341b84ccebf41cd_glx_vertical_cover.webp?namespace=gamesdb
State of Mind,"State of Mind is a futuristic thriller game delving into transhumanism. The game explores themes of separation, disjuncture and reunification, in a world that is torn between a dystopian material reality and a utopian virtual future.",['Humble Bundle'],69,['Daedalic Entertainment'],"['Adventure', 'Indie', 'Puzzle']",['Daedalic Entertainment'],2018-08-15,"['Action', 'Science fiction', 'Thriller']",,,https://images.gog.com/893a30284c9dface161a9b3f3a5091e41c08b5f07ee357b22f0b57e6642d30b7_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/7864a461e16006be07453dc42f2372231c1fce392d7701534642cfc2cbd9d2da_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/639be36eece0399aa7a75b39fe306c1633af35a082d8ca53e61a286d885ba4c7_glx_vertical_cover.webp?namespace=gamesdb
State of Mind,"State of Mind is a futuristic thriller game delving into transhumanism. The game explores themes of separation, disjuncture and reunification, in a world that is torn between a dystopian material reality and a utopian virtual future.",['Steam'],69,['Daedalic Entertainment'],"['Adventure', 'Indie', 'Puzzle']",['Daedalic Entertainment'],2018-08-15,"['Action', 'Science fiction', 'Thriller']",,,https://images.gog.com/893a30284c9dface161a9b3f3a5091e41c08b5f07ee357b22f0b57e6642d30b7_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/7864a461e16006be07453dc42f2372231c1fce392d7701534642cfc2cbd9d2da_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/639be36eece0399aa7a75b39fe306c1633af35a082d8ca53e61a286d885ba4c7_glx_vertical_cover.webp?namespace=gamesdb
Staxel,"Grow your farm, meet the villagers, and join your friends online in building your world.","['Humble Bundle', 'Steam']",55,,"['Indie', 'Role-playing (RPG)', 'Simulator']",,2018-01-23,,,,https://images.gog.com/b3e9c1ed1648dc37c07fd92d36af7ec0a3cb181218f4ebad24fc2face4961a2a_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/47b121a896fa8227a9ea9f5abef5b66647a920bd4aa381bcf632f29c4f5d14fc_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/47b121a896fa8227a9ea9f5abef5b66647a920bd4aa381bcf632f29c4f5d14fc_glx_vertical_cover.webp?namespace=gamesdb
SteamWorld Dig,"SteamWorld Dig is 2D a platform game that revolves around mining for resources and ores. The objective of the game is to investigate the mines underneath the old Western town Tumbleton in order to unearth the secrets lurking below. The player controls Rusty who is equipped with a pickaxe but the player is given options to upgrade the tools used for digging as progression is made in the game. Besides health, the player also needs coal for light, and water for special abilities.\nSteamWorld Dig has platform elements in that the player runs, jumps and encounter foes, but the main objective is mining. That means that the player builds – or rather deconstructs – the game world and creates platforms that way. The player collects resources and other hidden resources which can be brought back to the surface and exchanged for cash. When the player progress in the game new abilities are unlocked. Each playthrough, the mines are randomized, making items and treasure appear in different locations. If the player gets stuck there is a self destruct function, but the players can also buy ladders in the store at the surface to get out of tricky situations.\nWhen progressing deeper down in the cave, the player encounters various enemies with different attack patterns and weak spots. The game features multiple worlds, each with a completely different environment. Dying results in a reparation penalty fee, and the player respawns back on the surface. All the loot that has been accumulated when the player dies can be picked up again.",['Origin'],81,['Image & Form'],"['Adventure', 'Indie', 'Platform']",,2013-08-07,['Action'],,,https://images.gog.com/04f31311461a75ccd9f8ddbf442038863c92790d146fa07a8f14436fbebeef7f_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/266f6e1dd6928db5b115823f6c3c6d79a4604a57ec1276906c953c7e8aea7f38_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/1825a5a3a09b45801466217494a2824bb680bd80a3536237c0c05e3992de9216_glx_vertical_cover.webp?namespace=gamesdb
Steel Rats,"""Steel Rats is a visceral and groundbreaking evolution of the 2.5D action arcade genre, fusing destructive, octane-fuelled motorbike combat and death-defying stunt gameplay, set in a visually stylised retro future world.\n\nBecome one with your bike as you master the realistic physics based controls of these powerful and deadly vehicles. Choose how you want to tear through the stylised and highly detailed environments of Steel Rats, traversing up, down left and right as your bike speeds fluidly in and out of the game world, over rooftops and through enemy-infested tunnels.""","['Humble Bundle', 'Steam']",55,['Tate Multimedia'],"['Arcade', 'Platform']",['Tate Multimedia'],2018-11-07,"['Action', 'Science fiction']",,,https://images.gog.com/668d63750d756e626d6eb5b7e7ab5ace0a72df76b40650cdd97923702bb4516c_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/308b15051422ef187fee5e894f64a628b06d6e812e28df56aa4afc11b67a60b7_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/ab01da4a67e67c6ca102e6348d994021c886179f525c2b98848d65e1eb682a01_glx_vertical_cover.webp?namespace=gamesdb
Steep,"Ride a massive open world of the Alps and Alaska, where the powder is always fresh and the run never ends.Defy and master the world’s most epic mountains on skis, wingsuit, snowboard, and in paraglide. Go solo or drop in side by side with other players. Record and share the most insane stunts ever captured, then challenge the world to beat your best tricks, ride your custom lines, and relive your most epic wipeouts.",['Epic Games Store'],73,['Ubisoft Annecy'],"['Adventure', 'Simulator', 'Sport']",['Ubisoft Entertainment'],2016-12-01,"['Action', 'Open world']",,,https://images.gog.com/567042639e17d4ab388899e5668615454ffdbb15c588d6af77c190701a9f8543_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/2c955095e1f3f1d3f07fe8f4828c014ca73cfca19f0286a8fefdfb8837439176_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/52fc7e849321306139563d47f41aab5b87535a92f8cfe91ac2261148f691d0f9_glx_vertical_cover.webp?namespace=gamesdb
Stories Untold,"Stories Untold is a compilation tape of four episodes from the now cancelled series of the same name, including a remaster of the original pilot episode “The House Abandon”.",['Epic Games Store'],78,['No Code'],"['Adventure', 'Indie']",['Devolver Digital'],2017-02-27,"['Horror', 'Science fiction']",,,https://images.gog.com/5f4744bf3a819fb636349e08ff04f68360213cd9eb62ec30e27cd9bdafa2717f_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/8bb2dc53293936227b0998bc3457369f8928d5ed7e7a78115621bd3152b86992_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/8bb2dc53293936227b0998bc3457369f8928d5ed7e7a78115621bd3152b86992_glx_vertical_cover.webp?namespace=gamesdb
Stranger Things 3: The Game,Explore through the world of the hit Netflix original series in the official game for Stranger Things 3!,['Epic Games Store'],61,['BonusXP'],"['Adventure', 'Puzzle']",['BonusXP'],2019-07-04,['Action'],,,https://images.gog.com/cc302366a347d06ca2e84665c8e6af6474febbc24ca5d2ed434f5aeb9e4ce212_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/cbb6636add57de7fe68eb89b69766264d4c1c76f6de474a5ccfe5e62aabc5040_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/44a5d9231eb5cc35563ce5e4e48c19f0db6ef5a5fb50ca2c2f5db0832b6a8997_glx_vertical_cover.webp?namespace=gamesdb
Street Fighter V,"The legendary fighting franchise returns with STREET FIGHTER V. Stunning visuals depict the next generation of World Warriors in unprecedented detail, while exciting and accessible battle mechanics deliver endless fighting fun that both beginners and veterans can enjoy.",['Humble Bundle'],72,['Capcom'],['Fighting'],['Capcom'],2016-02-16,['Action'],,,https://images.gog.com/11205730fbabfa24871ca58d63296445c73347dc5769937a196119e426660edf_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/9af29fbb0ba38c05eedb8bc106f148a1d064422d9b712ceabae9cecd98c2cd4f_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/9af29fbb0ba38c05eedb8bc106f148a1d064422d9b712ceabae9cecd98c2cd4f_glx_vertical_cover.webp?namespace=gamesdb
Stumblehill,"Stumblehill is a cute platformer game about a penguin, Ecki, proving themselves by climbing a mountain. Ecki must journey through various areas such as a lush forest and steep hillside during their quest. The game features a simple physics-based game mechanic that adds an extra twist to classic platforming elements.",['Humble Bundle'],,['hempuli'],['Platform'],['Humble Bundle'],2018-07-06,,,,,https://images.gog.com/63cc426151460c10b13fdabfcd13b72440a4b01b6b27041f0f089dcdbec06c96_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/63cc426151460c10b13fdabfcd13b72440a4b01b6b27041f0f089dcdbec06c96_glx_vertical_cover.webp?namespace=gamesdb
Stygian: Reign of the Old Ones,"""Stygian: Reign of the Old Ones"" is a supernatural horror roleplaying video game which takes place in the strange worlds of Howard Phillips Lovecraft. Stygian will draw the player into a bleak journey from a ruined Arkham to the very depths of the Abyss.\n\nThe gameplay experience promises a mix of rich role-playing and turn based tactical combat in an authentic illustrative 2D graphical style.\n\nIn Stygian, you'll be able to create your character from scratch with a robust selection of archetypal backgrounds with different origin stories, attributes, skills, traits and lastly belief systems which determine how your character replenishes lost sanity, also presenting unique dialog choices.\n\nThe narrative of the game is strongly connected to the works of H. P. Lovecraft. In your quest, you'll use the haunted violin of Erich Zann to lure a fiendish deity and convince the poor wretched protagonist of ""The Outsider"" to join your party among many others.\n\nThe heavy burden of fighting a desperate battle with forces beyond recognition will haunt you to the end of the game. Physical combat will be scarce and difficult, spellcasting will have deep and dangerous consequences, sanity loss will leave its marks on characters as mental illnesses and sometimes the best solution will be running away from the terrors that lurk in the night.\n\nStygian embraces the original themes of pulp and weird fiction, incorporating them into the computer roleplaying genre, promising a fresh (or putrid from another perspective) breath of air for roleplaying fans.",['Humble Bundle'],,['Cultic Games'],['Role-playing (RPG)'],['1C Company'],2019-09-26,"['Fantasy', 'Horror']",,,https://images.gog.com/653de01bc3ab027fcfaf164e1f8e34d6395272574b698890c0ab56f2488ce7dd_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/dce3880ea4e046571fed0e6a18f764ee3ca8b155ca6a4dd609c96e9c54689df8_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/5d0b609c20531f8177c453563807e7ea39295e75fa32de871600fe4406e62501_glx_vertical_cover.webp?namespace=gamesdb
Subserial Network,"Dive into the mesh network of the post-singularity. Synthetic humans, built in individual recreations of original human selves, are creating a revolution against their directive: they are installing a serial port, modifying their bodies away from human image, and becoming more machine.\nUsing a multi-window communication suite on your desktop, your directive is to find and terminate their leader. But who's giving the order? Why did they build the mesh network? Who are they hiding from? And why is this all just a game for you?",['Humble Bundle'],,['Aether Interactive'],,"['Aether Interactive', 'Humble Original']",2018-06-01,,,,,https://images.gog.com/75f59c1287ef950e89fac9d5d470253a82623e2e7f143f078db24c8f12db7ee5_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/9dd83dc23f3249163e1f6fb7ac3ce71de46da5a5abb23ca06d56eceedcaebc35_glx_vertical_cover.webp?namespace=gamesdb
